ecoli70,1000,0,ORACLE,0.8142857142857143,0.0,19.0
ecoli70,1000,0,GIC1,0.7857142857142857,0.2361111111111111,28.0
ecoli70,1000,0,GIC2,0.7714285714285715,0.15625,16.0
ecoli70,1000,1,ORACLE,0.8142857142857143,0.0,14.0
ecoli70,1000,1,GIC1,0.7714285714285715,0.20588235294117646,21.0
ecoli70,1000,1,GIC2,0.7714285714285715,0.18181818181818182,11.0
ecoli70,1000,2,ORACLE,0.8857142857142857,0.0,10.0
ecoli70,1000,2,GIC1,0.8285714285714286,0.14705882352941177,19.0
ecoli70,1000,2,GIC2,0.8285714285714286,0.12121212121212122,15.0
ecoli70,1000,3,ORACLE,0.8142857142857143,0.0,16.0
ecoli70,1000,3,GIC1,0.7714285714285715,0.23943661971830985,26.0
ecoli70,1000,3,GIC2,0.7714285714285715,0.16923076923076924,12.0
ecoli70,1000,4,ORACLE,0.8714285714285714,0.0,13.0
ecoli70,1000,4,GIC1,0.8571428571428571,0.16666666666666666,16.0
ecoli70,1000,4,GIC2,0.8571428571428571,0.1044776119402985,8.0
ecoli70,1000,5,ORACLE,0.7571428571428571,0.0,20.0
ecoli70,1000,5,GIC1,0.7285714285714285,0.2608695652173913,26.0
ecoli70,1000,5,GIC2,0.7285714285714285,0.19047619047619047,15.0
ecoli70,1000,6,ORACLE,0.8428571428571429,0.0,12.0
ecoli70,1000,6,GIC1,0.8285714285714286,0.17142857142857143,15.0
ecoli70,1000,6,GIC2,0.8142857142857143,0.109375,12.0
ecoli70,1000,7,ORACLE,0.8142857142857143,0.0,19.0
ecoli70,1000,7,GIC1,0.7714285714285715,0.23943661971830985,26.0
ecoli70,1000,7,GIC2,0.7571428571428571,0.18461538461538463,16.0
ecoli70,1000,8,ORACLE,0.7857142857142857,0.0,15.0
ecoli70,1000,8,GIC1,0.7428571428571429,0.2777777777777778,35.0
ecoli70,1000,8,GIC2,0.7428571428571429,0.2463768115942029,19.0
ecoli70,1000,9,ORACLE,0.8285714285714286,0.0,13.0
ecoli70,1000,9,GIC1,0.7857142857142857,0.21428571428571427,17.0
ecoli70,1000,9,GIC2,0.7857142857142857,0.15384615384615385,10.0
ecoli70,300,0,ORACLE,0.7142857142857143,0.0,21.0
ecoli70,300,0,GIC1,0.6857142857142857,0.25,29.0
ecoli70,300,0,GIC2,0.6571428571428571,0.20689655172413793,23.0
ecoli70,300,1,ORACLE,0.7428571428571429,0.0,19.0
ecoli70,300,1,GIC1,0.7,0.30985915492957744,30.0
ecoli70,300,1,GIC2,0.7142857142857143,0.18032786885245902,16.0
ecoli70,300,2,ORACLE,0.7571428571428571,0.0,22.0
ecoli70,300,2,GIC1,0.7428571428571429,0.2571428571428571,23.0
ecoli70,300,2,GIC2,0.6571428571428571,0.19298245614035087,18.0
ecoli70,300,3,ORACLE,0.7714285714285715,0.0,19.0
ecoli70,300,3,GIC1,0.6857142857142857,0.2835820895522388,33.0
ecoli70,300,3,GIC2,0.6857142857142857,0.1864406779661017,16.0
ecoli70,300,4,ORACLE,0.7285714285714285,0.0,22.0
ecoli70,300,4,GIC1,0.7,0.27941176470588236,22.0
ecoli70,300,4,GIC2,0.6857142857142857,0.2,19.0
ecoli70,300,5,ORACLE,0.6428571428571429,0.0,28.0
ecoli70,300,5,GIC1,0.6285714285714286,0.30158730158730157,27.0
ecoli70,300,5,GIC2,0.6,0.288135593220339,25.0
ecoli70,300,6,ORACLE,0.7571428571428571,0.0,21.0
ecoli70,300,6,GIC1,0.7428571428571429,0.22388059701492538,28.0
ecoli70,300,6,GIC2,0.7285714285714285,0.1206896551724138,15.0
ecoli70,300,7,ORACLE,0.7142857142857143,0.0,22.0
ecoli70,300,7,GIC1,0.6857142857142857,0.26153846153846155,24.0
ecoli70,300,7,GIC2,0.6714285714285714,0.21666666666666667,19.0
ecoli70,300,8,ORACLE,0.7428571428571429,0.0,27.0
ecoli70,300,8,GIC1,0.6714285714285714,0.27692307692307694,34.0
ecoli70,300,8,GIC2,0.6714285714285714,0.24193548387096775,27.0
ecoli70,300,9,ORACLE,0.8285714285714286,0.0,13.0
ecoli70,300,9,GIC1,0.7571428571428571,0.19696969696969696,25.0
ecoli70,300,9,GIC2,0.7428571428571429,0.14754098360655737,12.0
